,kepid,kepler_name,kepoi_name,koi_disposition,koi_ror,koi_steff,koi_srad,koi_count,koi_num_transits,koi_prad,koi_fittype,koi_eccen,koi_period
1930,10684670,Kepler-1189 b,K02317.01,CONFIRMED,0.010833,5560.0,1.04,1,285.0,1.23,LS+MCMC,0.0,3.78861833
1931,11495458,Kepler-1190 b,K02318.01,CONFIRMED,0.015375,4641.0,0.747,1,103.0,1.25,LS+MCMC,0.0,10.45839865
1936,6768394,Kepler-60 d,K02086.03,CONFIRMED,0.011851,5862.0,1.307,4,89.0,1.69,LS+MCMC,0.0,11.8984948
1937,6922710,Kepler-1088 b,K02087.01,CONFIRMED,0.012395,5865.0,1.066,1,54.0,1.44,LS+MCMC,0.0,23.1274171
1938,11348997,Kepler-1089 b,K02090.01,CONFIRMED,0.026773,3879.0,0.578,1,217.0,1.69,LS+MCMC,0.0,5.132486123
1940,6696580,Kepler-359 c,K02092.01,CONFIRMED,0.044886,6228.0,1.049,3,20.0,5.14,LS+MCMC,0.0,57.6896212
1941,11358389,Kepler-365 b,K02163.01,CONFIRMED,0.015773,6014.0,1.021,3,125.0,1.76,LS+MCMC,0.0,10.66489514
1942,7204981,Kepler-1127 b,K02164.01,CONFIRMED,0.015347,5364.0,0.982,1,255.0,1.65,LS+MCMC,0.0,5.1233204
1943,3847907,Kepler-497 b,K00229.01,CONFIRMED,0.049237,5646.0,1.08,1,378.0,5.81,LS+MCMC,0.0,3.573202801
1944,4370527,Kepler-1128 b,K02166.01,CONFIRMED,0.033006,5480.0,0.931,1,14.0,3.36,LS+MCMC,0.0,61.6174528
1945,6041734,Kepler-1129 b,K02167.01,CONFIRMED,0.031817,5596.0,1.466,3,47.0,5.09,LS+MCMC,0.0,24.3398202
1947,9336200,Kepler-1153 b,K02242.01,CONFIRMED,0.021444,5569.0,0.829,1,765.0,1.94,LS+MCMC,0.0,1.755843555
1948,4770617,Kepler-1154 b,K02243.01,CONFIRMED,0.014547,6172.0,1.471,3,261.0,2.34,LS+MCMC,0.0,5.18560081
1949,4454934,Kepler-1155 b,K02245.01,CONFIRMED,0.020478,5912.0,1.094,1,43.0,2.45,LS+MCMC,0.0,33.4698571
1950,9458343,Kepler-1156 b,K02246.01,CONFIRMED,0.012286,5649.0,0.992,1,113.0,1.33,LS+MCMC,0.0,11.89520436
1952,10730703,Kepler-1191 b,K02327.01,CONFIRMED,0.01622,5288.0,0.978,2,236.0,1.73,LS+MCMC,0.0,5.60013327
1953,8007644,Kepler-1192 b,K02328.01,CONFIRMED,0.024063,5831.0,0.921,1,56.0,2.42,LS+MCMC,0.0,25.2034128
1955,6383785,Kepler-501 b,K00239.01,CONFIRMED,0.034594,5794.0,1.216,2,242.0,4.59,LS+MCMC,0.0,5.640676975
1956,6696580,Kepler-359 b,K02092.02,CONFIRMED,0.034909,6228.0,1.049,3,42.0,4.0,LS+MCMC,0.0,25.5638626
1958,4249725,Kepler-120 c,K00222.02,CONFIRMED,0.025596,4090.0,0.571,2,94.0,1.6,LS+MCMC,0.0,12.7945474
1960,7918992,Kepler-1091 b,K02095.01,CONFIRMED,0.012886,5806.0,1.064,1,933.0,1.5,LS+MCMC,0.0,1.434745129
1962,11308499,Kepler-366 b,K02168.01,CONFIRMED,0.012619,5859.0,1.162,2,407.0,1.6,LS+MCMC,0.0,3.28192056
1963,11308499,Kepler-366 c,K02168.02,CONFIRMED,0.014724,5859.0,1.162,2,101.0,1.87,LS+MCMC,0.0,12.51610549
1964,9006186,Kepler-1130 A b,K02169.01,CONFIRMED,0.010028,5450.0,0.842,4,245.0,0.92,LS+MCMC,0.0,5.45298742
1966,7802719,Kepler-1157 b,K02247.01,CONFIRMED,0.011751,4487.0,0.612,1,300.0,0.79,LS+MCMC,0.0,4.45743267
1971,12401863,Kepler-1193 b,K02331.01,CONFIRMED,0.009889,5865.0,1.272,1,473.0,1.37,LS+MCMC,0.0,2.832647249
1973,11121752,Kepler-380 b,K02333.01,CONFIRMED,0.009264,6038.0,1.191,2,340.0,1.2,LS+MCMC,0.0,3.93083997
1974,11121752,Kepler-380 c,K02333.02,CONFIRMED,0.010695,6038.0,1.191,2,163.0,1.39,LS+MCMC,0.0,7.63008196
1975,2990873,Kepler-1194 b,K02335.01,CONFIRMED,0.014927,5547.0,0.925,1,85.0,1.51,LS+MCMC,0.0,16.22378479
1977,10158729,Kepler-1092 b,K02097.01,CONFIRMED,0.018557,6250.0,1.019,1,19.0,2.06,LS+MCMC,0.0,58.601926
1978,6105462,Kepler-1093 b,K02098.01,CONFIRMED,0.01637,6429.0,1.262,2,40.0,2.26,LS+MCMC,0.0,25.0823402
1979,3120355,Kepler-1094 b,K02099.01,CONFIRMED,0.024047,5779.0,1.284,1,19.0,3.37,LS+MCMC,0.0,78.0998908
1980,6047072,Kepler-1095 b,K02100.01,CONFIRMED,0.012297,5984.0,0.906,1,316.0,1.22,LS+MCMC,0.0,4.27103727
1983,11410904,Kepler-1131 b,K02171.01,CONFIRMED,0.013699,5761.0,0.956,1,384.0,1.43,LS+MCMC,0.0,3.53232429
1989,5350244,Kepler-1276 b,K02555.01,CONFIRMED,0.008561,6084.0,1.169,1,107.0,1.09,LS+MCMC,0.0,12.5722897
1990,5374403,Kepler-1277 b,K02556.01,CONFIRMED,0.014897,5529.0,0.925,1,26.0,1.5,LS+MCMC,0.0,40.8366307
1994,1995519,Kepler-1299 b,K02634.01,CONFIRMED,0.029059,5623.0,0.763,1,67.0,2.42,LS+MCMC,0.0,19.9401211
1995,4914566,Kepler-1300 b,K02635.01,CONFIRMED,0.008612,5979.0,2.164,1,61.0,2.04,LS+MCMC,0.0,22.2420032
1997,10024051,Kepler-1228 b,K02409.01,CONFIRMED,0.01816,5255.0,0.716,1,1850.0,1.42,LS+MCMC,0.0,0.577369336
1999,4349452,Kepler-25 A c,K00244.01,CONFIRMED,0.03461,6267.0,1.258,2,111.0,4.75,LS+MCMC,0.0,12.720370263
2003,3234598,Kepler-383 b,K02413.01,CONFIRMED,0.018884,4513.0,0.722,2,100.0,1.49,LS+MCMC,0.0,12.90467523
2004,10453588,Kepler-1253 b,K02484.01,CONFIRMED,0.010983,5753.0,1.222,1,21.0,1.47,LS+MCMC,0.0,68.8861017
2005,11125613,Kepler-1254 b,K02485.01,CONFIRMED,0.019277,4838.0,0.796,3,102.0,1.68,LS+MCMC,0.0,9.99115241
2007,7212184,Kepler-1255 b,K02487.01,CONFIRMED,0.01758,5843.0,1.615,1,36.0,3.1,LS+MCMC,0.0,36.292017
2009,9757613,Kepler-26 c,K00250.02,CONFIRMED,0.044983,3879.0,0.537,4,73.0,2.64,LS+MCMC,0.0,17.25121397
2013,7259298,Kepler-1278 b,K02561.01,CONFIRMED,0.008203,6075.0,0.858,1,409.0,0.77,LS+MCMC,0.0,3.23941775
2020,3234598,Kepler-383 c,K02413.02,CONFIRMED,0.018653,4513.0,0.722,2,44.0,1.47,LS+MCMC,0.0,31.2012202
2021,8611832,Kepler-384 b,K02414.01,CONFIRMED,0.010811,5610.0,1.104,2,60.0,1.3,LS+MCMC,0.0,22.5968256
2022,8611832,Kepler-384 c,K02414.02,CONFIRMED,0.013356,5610.0,1.104,2,31.0,1.61,LS+MCMC,0.0,45.3486381
2026,8559152,Kepler-1256 b,K02488.01,CONFIRMED,0.010188,5945.0,1.346,1,109.0,1.5,LS+MCMC,0.0,12.4128518
2029,9229657,Kepler-1257 b,K02491.01,CONFIRMED,0.015027,5806.0,0.899,1,503.0,1.48,LS+MCMC,0.0,2.66831274
2031,5175024,Kepler-1279 b,K02563.01,CONFIRMED,0.010955,6384.0,1.121,2,56.0,1.34,LS+MCMC,0.0,23.4772553
2032,9026749,Kepler-1280 b,K02564.01,CONFIRMED,0.013335,5734.0,3.405,2,22.0,4.96,LS+MCMC,0.0,66.5576728
2036,5794240,Kepler-45 b,K00254.01,CONFIRMED,0.170837,3793.0,0.568,1,546.0,10.6,LS+MCMC,0.0,2.455240626
2037,6933567,Kepler-1301 b,K02643.01,CONFIRMED,0.015633,5354.0,0.788,1,298.0,1.35,LS+MCMC,0.0,9.08233411
2042,4349452,Kepler-25 A b,K00244.02,CONFIRMED,0.018412,6267.0,1.258,2,210.0,2.53,LS+MCMC,0.0,6.238535444
2043,10027247,Kepler-1229 b,K02418.01,CONFIRMED,0.0332,3576.0,0.463,1,14.0,1.68,LS+MCMC,0.0,86.829519
2044,6343170,Kepler-1230 b,K02419.01,CONFIRMED,0.028013,6165.0,1.115,1,54.0,3.41,LS+MCMC,0.0,9.95667035
2045,7107802,Kepler-1231 b,K02420.01,CONFIRMED,0.013087,5557.0,1.151,2,130.0,1.64,LS+MCMC,0.0,10.41728722
2046,11752632,Kepler-1258 b,K02492.01,CONFIRMED,0.008209,5825.0,1.662,1,1087.0,1.49,LS+MCMC,0.0,0.984941669
2047,10028535,Kepler-1259 b,K02493.01,CONFIRMED,0.019059,5172.0,0.767,1,1615.0,1.6,LS+MCMC,0.0,0.663085361
2048,7047207,Kepler-1260 b,K02494.01,CONFIRMED,0.014589,5862.0,1.463,1,73.0,2.33,LS+MCMC,0.0,19.1187425
2052,9757613,Kepler-26 d,K00250.03,CONFIRMED,0.020559,3879.0,0.537,4,360.0,1.21,LS+MCMC,0.0,3.543919702
2056,11962284,Kepler-1302 b,K02647.01,CONFIRMED,0.020396,5330.0,0.87,1,148.0,1.94,LS+MCMC,0.0,8.83929462
2058,6842682,Kepler-1303 b,K02649.01,CONFIRMED,0.012323,5853.0,0.895,1,136.0,1.2,LS+MCMC,0.0,7.56126152
2059,8890150,Kepler-395 c,K02650.01,CONFIRMED,0.020074,3765.0,0.521,2,40.0,1.14,LS+MCMC,0.0,34.9897847
2060,8890150,Kepler-395 b,K02650.02,CONFIRMED,0.017602,3765.0,0.521,2,188.0,1.0,LS+MCMC,0.0,7.05429483
2062,11360805,Kepler-1232 b,K02422.01,CONFIRMED,0.017057,5242.0,0.856,2,50.0,1.59,LS+MCMC,0.0,26.7838935
2063,9845898,Kepler-1233 b,K02423.01,CONFIRMED,0.018205,6499.0,1.169,1,22.0,2.32,LS+MCMC,0.0,45.126216
2064,12453581,Kepler-1234 b,K02424.01,CONFIRMED,0.022753,5073.0,0.748,1,111.0,1.86,LS+MCMC,0.0,11.94019101
2066,11179076,Kepler-1261 b,K02497.01,CONFIRMED,0.03163,4891.0,0.805,1,22.0,2.78,LS+MCMC,0.0,48.4313003
2067,5364071,Kepler-49 b,K00248.01,CONFIRMED,0.038237,3834.0,0.539,4,186.0,2.25,LS+MCMC,0.0,7.203855862
2068,5959719,Kepler-390 A b,K02498.01,CONFIRMED,0.008644,5168.0,0.769,2,199.0,0.73,LS+MCMC,0.0,6.73808701
2077,7021681,Kepler-505 b,K00255.01,CONFIRMED,0.044275,3780.0,0.511,3,49.0,2.47,LS+MCMC,0.0,27.52194772
2078,4346178,Kepler-1304 b,K02652.01,CONFIRMED,0.024747,5392.0,1.087,1,86.0,2.94,LS+MCMC,0.0,16.1289679
2079,9664142,Kepler-1305 b,K02654.01,CONFIRMED,0.017929,5853.0,0.895,1,79.0,1.75,LS+MCMC,0.0,13.5631157
2080,10018233,Kepler-1306 b,K02655.01,CONFIRMED,0.0174,5495.0,0.961,1,81.0,1.83,LS+MCMC,0.0,16.2959916
2081,8081899,Kepler-1235 b,K02426.01,CONFIRMED,0.007855,5481.0,0.815,1,328.0,0.7,LS+MCMC,0.0,4.16056658
2083,8478994,Kepler-37 d,K00245.01,CONFIRMED,0.022303,5437.0,0.781,4,35.0,1.9,LS+MCMC,0.0,39.79220077
2089,6767840,Kepler-1262 b,K02506.01,CONFIRMED,0.015997,6117.0,1.027,1,155.0,1.79,LS+MCMC,0.0,8.679037
2092,11037511,Kepler-1281 b,K02580.01,CONFIRMED,0.016885,5591.0,0.86,1,418.0,1.59,LS+MCMC,0.0,3.11604194
2093,9757613,Kepler-26 e,K00250.04,CONFIRMED,0.036335,3879.0,0.537,4,28.0,2.13,LS+MCMC,0.0,46.82767725
2096,5513012,Kepler-1310 b,K02668.01,CONFIRMED,0.014073,5440.0,0.913,1,1523.0,1.4,LS+MCMC,0.0,0.679336747
2101,11253827,Kepler-396 c,K02672.01,CONFIRMED,0.045589,5593.0,0.945,2,14.0,4.7,LS+MCMC,0.0,88.5122014
2104,7047363,Kepler-1236 b,K02432.01,CONFIRMED,0.023111,5395.0,0.734,2,46.0,1.85,LS+MCMC,0.0,31.0572947
2105,11968463,Kepler-385 c,K02433.01,CONFIRMED,0.025685,6325.0,1.112,7,72.0,3.12,LS+MCMC,0.0,15.1622287
2106,11968463,Kepler-385 b,K02433.02,CONFIRMED,0.024216,6325.0,1.112,7,116.0,2.94,LS+MCMC,0.0,10.04378351
2108,9880190,Kepler-1263 b,K02509.01,CONFIRMED,0.012288,5009.0,0.84,1,297.0,1.13,LS+MCMC,0.0,4.5513988
2109,5364071,Kepler-49 c,K00248.02,CONFIRMED,0.036155,3834.0,0.539,4,111.0,2.13,LS+MCMC,0.0,10.91274065
2113,7673841,Kepler-392 b,K02585.01,CONFIRMED,0.007643,5767.0,1.135,3,247.0,0.95,LS+MCMC,0.0,5.34182466
2114,9827149,Kepler-1282 b,K02586.01,CONFIRMED,0.014975,5845.0,1.013,2,538.0,1.66,LS+MCMC,0.0,2.131945045
2115,5546691,Kepler-1283 b,K02587.01,CONFIRMED,0.011943,6058.0,0.867,1,80.0,1.13,LS+MCMC,0.0,12.9462567
2121,9893318,Kepler-1307 b,K02660.01,CONFIRMED,0.020538,6245.0,1.065,1,36.0,2.39,LS+MCMC,0.0,18.0161227
2124,8570333,Kepler-1237 b,K02436.01,CONFIRMED,0.026709,5418.0,0.888,1,18.0,2.59,LS+MCMC,0.0,84.5733346
2125,8478994,Kepler-37 c,K00245.02,CONFIRMED,0.008442,5437.0,0.781,4,62.0,0.72,LS+MCMC,0.0,21.30181863
2126,5036705,Kepler-1238 b,K02437.01,CONFIRMED,0.012475,6150.0,1.417,1,319.0,1.93,LS+MCMC,0.0,4.14789051
2131,8947520,Kepler-1264 b,K02517.01,CONFIRMED,0.012523,5580.0,0.886,1,1382.0,1.21,LS+MCMC,0.0,0.968527683
2132,10468885,Kepler-1284 b,K02589.01,CONFIRMED,0.013695,5178.0,0.797,1,2013.0,1.19,LS+MCMC,0.0,0.664074145
2135,3861595,Kepler-1658 b,K00004.01,CONFIRMED,0.039601,6244.0,2.992,1,276.0,12.94,LS+MCMC,0.0,3.849371737
2137,10489206,Kepler-125 b,K00251.01,CONFIRMED,0.045876,3808.0,0.508,2,253.0,2.54,LS+MCMC,0.0,4.164384505
2138,3426367,Kepler-1308 b,K02662.01,CONFIRMED,0.016787,3605.0,0.433,1,634.0,0.79,LS+MCMC,0.0,2.10433534
2139,5562090,Kepler-1309 b,K02664.01,CONFIRMED,0.031071,5151.0,0.785,1,44.0,2.66,LS+MCMC,0.0,28.8431751
2145,6867555,Kepler-1239 b,K02439.01,CONFIRMED,0.01566,6321.0,1.125,2,224.0,1.92,LS+MCMC,0.0,5.19103699
2146,5339567,Kepler-1240 b,K02440.01,CONFIRMED,0.010894,5688.0,1.111,1,214.0,1.32,LS+MCMC,0.0,4.86638504
2148,11080405,Kepler-386 c,K02442.01,CONFIRMED,0.021238,5009.0,0.84,2,50.0,1.95,LS+MCMC,0.0,25.1933989
2151,10059645,Kepler-1265 b,K02520.01,CONFIRMED,0.021621,4769.0,0.742,1,208.0,1.75,LS+MCMC,0.0,6.49441464
2152,5364071,Kepler-49 d,K00248.03,CONFIRMED,0.0267,3834.0,0.539,4,499.0,1.57,LS+MCMC,0.0,2.576571021
2153,7183745,Kepler-1266 b,K02521.01,CONFIRMED,0.029051,4996.0,0.831,2,41.0,2.64,LS+MCMC,0.0,28.4750006
2154,8212002,Kepler-1285 b,K02593.01,CONFIRMED,0.006866,6175.0,1.307,2,89.0,0.98,LS+MCMC,0.0,14.7966306
2155,8004903,Kepler-1286 b,K02594.01,CONFIRMED,0.019863,5995.0,1.118,1,57.0,2.42,LS+MCMC,0.0,11.25401871
2156,8883329,Kepler-393 b,K02595.01,CONFIRMED,0.008634,6194.0,1.314,2,143.0,1.24,LS+MCMC,0.0,9.18244299
2157,8883329,Kepler-393 c,K02595.02,CONFIRMED,0.007832,6194.0,1.314,2,92.0,1.12,LS+MCMC,0.0,14.6134781
2159,11253827,Kepler-396 b,K02672.02,CONFIRMED,0.032127,5593.0,0.945,2,32.0,3.32,LS+MCMC,0.0,42.9923284
2160,5514383,Kepler-506 b,K00257.01,CONFIRMED,0.020209,6139.0,1.193,1,151.0,2.63,LS+MCMC,0.0,6.88341278
2163,8022489,Kepler-1311 b,K02674.02,CONFIRMED,0.008182,5616.0,1.674,3,108.0,1.5,LS+MCMC,0.0,11.1726723
2164,8022489,Kepler-1311 c,K02674.03,CONFIRMED,0.007455,5616.0,1.674,3,524.0,1.36,LS+MCMC,0.0,2.53573284
2165,9209624,Kepler-387 b,K02443.01,CONFIRMED,0.009257,5772.0,1.003,2,200.0,1.01,LS+MCMC,0.0,6.79164656
2166,9209624,Kepler-387 c,K02443.02,CONFIRMED,0.009122,5772.0,1.003,2,110.0,1.0,LS+MCMC,0.0,11.8376933
2167,3354846,Kepler-1241 b,K02444.01,CONFIRMED,0.027989,5569.0,0.829,1,57.0,2.53,LS+MCMC,0.0,18.5525162
2173,7778767,Kepler-1267 b,K02523.01,CONFIRMED,0.024587,5514.0,1.071,2,89.0,2.88,LS+MCMC,0.0,13.0313583
2174,7515762,Kepler-1268 b,K02524.01,CONFIRMED,0.015658,5842.0,1.41,1,35.0,2.41,LS+MCMC,0.0,40.9905002
2176,12120307,Kepler-394 b,K02597.01,CONFIRMED,0.012616,6398.0,1.101,3,165.0,1.52,LS+MCMC,0.0,8.00504749
2177,12120307,Kepler-394 c,K02597.02,CONFIRMED,0.013392,6398.0,1.101,3,100.0,1.61,LS+MCMC,0.0,12.13070414
2182,11701407,Kepler-1214 b,K02376.01,CONFIRMED,0.025362,5215.0,0.845,1,44.0,2.34,LS+MCMC,0.0,18.8262877
2184,11288051,Kepler-124 b,K00241.03,CONFIRMED,0.014889,4983.0,0.651,3,302.0,1.06,LS+MCMC,0.0,3.41045981
2185,10813132,Kepler-1215 b,K02378.01,CONFIRMED,0.011605,5629.0,0.937,1,223.0,1.19,LS+MCMC,0.0,4.76702759
2186,5857540,Kepler-1242 b,K02448.01,CONFIRMED,0.035168,5052.0,0.855,1,59.0,3.28,LS+MCMC,0.0,13.62801048
2188,7289317,Kepler-1243 b,K02450.01,CONFIRMED,0.016896,5518.0,1.008,2,82.0,1.86,LS+MCMC,0.0,16.83203175
2194,8463346,Kepler-436 c,K02529.01,CONFIRMED,0.036114,4652.0,0.697,2,81.0,2.75,LS+MCMC,0.0,16.79716262
2195,5364071,Kepler-49 e,K00248.04,CONFIRMED,0.025959,3834.0,0.539,4,61.0,1.53,LS+MCMC,0.0,18.59611518
2196,10489206,Kepler-125 c,K00251.02,CONFIRMED,0.014483,3808.0,0.508,2,176.0,0.8,LS+MCMC,0.0,5.77440326
2198,10068659,Kepler-1287 b,K02602.01,CONFIRMED,0.01398,5550.0,1.032,1,117.0,1.58,LS+MCMC,0.0,11.47685263
2205,9395024,Kepler-1216 b,K02383.01,CONFIRMED,0.012063,5657.0,1.182,1,307.0,1.56,LS+MCMC,0.0,4.37033233
2211,9753154,Kepler-1244 b,K02457.01,CONFIRMED,0.006909,6732.0,1.927,1,360.0,1.45,LS+MCMC,0.0,3.70429015
2212,9011825,Kepler-1269 b,K02530.01,CONFIRMED,0.014415,5623.0,1.588,1,33.0,2.5,LS+MCMC,0.0,37.3331165
2215,11074835,Kepler-1270 b,K02533.01,CONFIRMED,0.008535,4924.0,3.588,3,182.0,3.34,LS+MCMC,0.0,6.03355539
2216,1996180,Kepler-1271 b,K02534.01,CONFIRMED,0.011717,6123.0,1.263,2,440.0,1.62,LS+MCMC,0.0,3.02558494
2220,6269070,Kepler-1288 b,K02608.01,CONFIRMED,0.007563,6381.0,2.232,1,379.0,1.84,LS+MCMC,0.0,2.7612237
2225,12254378,Kepler-1217 b,K02387.01,CONFIRMED,0.016327,6156.0,1.05,1,654.0,1.87,LS+MCMC,0.0,2.032319072
2227,7604328,Kepler-1245 b,K02458.01,CONFIRMED,0.016467,5455.0,0.909,2,297.0,1.63,LS+MCMC,0.0,4.35407371
2228,11236244,Kepler-1246 b,K02460.01,CONFIRMED,0.021497,4563.0,0.642,1,90.0,1.51,LS+MCMC,0.0,11.32269749
2229,9837685,Kepler-1247 b,K02461.01,CONFIRMED,0.027248,5550.0,0.831,1,86.0,2.47,LS+MCMC,0.0,13.71218522
2231,12454461,Kepler-1248 b,K02463.01,CONFIRMED,0.008144,6161.0,1.169,1,176.0,1.04,LS+MCMC,0.0,7.46718958
2234,3728701,Kepler-1272 b,K02536.01,CONFIRMED,0.020107,6071.0,1.107,1,28.0,2.43,LS+MCMC,0.0,51.1319346
2237,9390653,Kepler-504 A b,K00249.01,CONFIRMED,0.038907,3547.0,0.369,1,138.0,1.57,LS+MCMC,0.0,9.549277089
2242,8025596,Kepler-1290 b,K02615.01,CONFIRMED,0.014207,5999.0,0.959,1,290.0,1.49,LS+MCMC,0.0,4.69505576
2244,3642741,Kepler-503 b,K00242.01,FALSE POSITIVE,0.05504,5638.0,0.92,1,182.0,5.53,LS+MCMC,0.0,7.258450123
2246,8494617,Kepler-1218 b,K02389.01,CONFIRMED,0.011289,5897.0,1.081,1,60.0,1.33,LS+MCMC,0.0,22.9221181
2247,10289119,Kepler-1219 b,K02390.01,CONFIRMED,0.010181,5822.0,2.886,1,64.0,3.21,LS+MCMC,0.0,16.10474503
2248,7382313,Kepler-1220 b,K02392.01,CONFIRMED,0.013086,5573.0,0.982,1,183.0,1.4,LS+MCMC,0.0,7.42697378
2251,8544992,Kepler-388 b,K02466.01,CONFIRMED,0.012708,4500.0,0.633,2,431.0,0.88,LS+MCMC,0.0,3.17323012
2252,8544992,Kepler-388 c,K02466.02,CONFIRMED,0.013131,4500.0,0.633,2,98.0,0.91,LS+MCMC,0.0,13.2970695
2253,11295426,Kepler-68 A b,K00246.01,CONFIRMED,0.0169,5790.0,1.198,2,252.0,2.21,LS+MCMC,0.0,5.398752862
2256,12306058,Kepler-391 b,K02541.01,CONFIRMED,0.009246,4938.0,3.324,2,179.0,3.36,LS+MCMC,0.0,7.41683033
2259,4915638,Kepler-1291 b,K02617.01,CONFIRMED,0.017113,5352.0,0.764,1,154.0,1.43,LS+MCMC,0.0,8.63050092
2261,8081905,Kepler-1292 b,K02619.01,CONFIRMED,0.016307,5812.0,0.963,1,344.0,1.71,LS+MCMC,0.0,3.27645723
2266,9269042,Kepler-1221 b,K02397.01,CONFIRMED,0.019481,5195.0,0.69,1,110.0,1.47,LS+MCMC,0.0,12.00089667
2268,11461433,Kepler-1222 b,K02399.01,CONFIRMED,0.009377,5083.0,0.872,1,695.0,0.89,LS+MCMC,0.0,1.916940872
2270,8380709,Kepler-1249 b,K02468.01,CONFIRMED,0.01646,6091.0,0.967,1,53.0,1.74,LS+MCMC,0.0,24.3344939
2274,8676148,Kepler-1273 b,K02544.01,CONFIRMED,0.023158,5774.0,0.941,1,46.0,2.38,LS+MCMC,0.0,28.6253502
2275,9696358,Kepler-1274 b,K02545.01,CONFIRMED,0.006012,6054.0,2.163,1,194.0,1.42,LS+MCMC,0.0,6.98141327
2279,9757613,Kepler-26 b,K00250.01,CONFIRMED,0.048233,3879.0,0.537,4,110.0,2.83,LS+MCMC,0.0,12.282998287
2282,10916600,Kepler-1293 b,K02623.01,CONFIRMED,0.006836,6187.0,1.238,2,239.0,0.92,LS+MCMC,0.0,5.57654782
2283,8429314,Kepler-1294 b,K02624.01,CONFIRMED,0.028036,5800.0,1.149,1,11.0,3.52,LS+MCMC,0.0,115.6863392
2284,9153570,Kepler-1295 b,K02625.01,CONFIRMED,0.015334,5547.0,0.82,1,348.0,1.37,LS+MCMC,0.0,3.81371423
2285,11768142,Kepler-1652 b,K02626.01,CONFIRMED,0.03645,3554.0,0.398,1,38.0,1.58,LS+MCMC,0.0,38.0970717
2289,8481129,Kepler-1223 b,K02402.01,CONFIRMED,0.017701,4873.0,0.796,1,81.0,1.54,LS+MCMC,0.0,16.3012727
2290,2142522,Kepler-1224 b,K02403.01,CONFIRMED,0.009905,6113.0,1.218,1,102.0,1.32,LS+MCMC,0.0,13.32354078
2291,9395719,Kepler-1250 b,K02472.01,CONFIRMED,0.017257,6147.0,1.096,1,508.0,2.07,LS+MCMC,0.0,2.607545159
2292,8753896,Kepler-389 b,K02473.01,CONFIRMED,0.019378,5094.0,0.87,3,349.0,1.84,LS+MCMC,0.0,3.24417541
2296,11295426,Kepler-68 A c,K00246.02,CONFIRMED,0.006981,5790.0,1.198,2,131.0,0.91,LS+MCMC,0.0,9.60505976
2300,8757824,Kepler-1275 b,K02552.01,CONFIRMED,0.009517,6078.0,1.271,1,365.0,1.32,LS+MCMC,0.0,3.65690909
2302,6124512,Kepler-1296 b,K02627.01,CONFIRMED,0.01139,5405.0,2.605,1,162.0,3.24,LS+MCMC,0.0,8.38395796
2303,10070468,Kepler-1297 b,K02628.01,CONFIRMED,0.008447,5827.0,1.374,1,791.0,1.27,LS+MCMC,0.0,1.68189051
2306,11337566,Kepler-1298 b,K02632.01,CONFIRMED,0.006237,6311.0,1.994,1,150.0,1.36,LS+MCMC,0.0,7.12815163
2309,5007345,Kepler-1225 b,K02406.01,CONFIRMED,0.013898,5814.0,2.476,1,187.0,3.76,LS+MCMC,0.0,7.01074295
2310,12120484,Kepler-1226 b,K02407.01,CONFIRMED,0.015049,5936.0,1.299,1,81.0,2.13,LS+MCMC,0.0,17.2922631
2311,6429812,Kepler-1227 b,K02408.01,CONFIRMED,0.021415,5632.0,0.904,1,13.0,2.11,LS+MCMC,0.0,94.289223
2316,11403389,Kepler-1251 b,K02482.01,CONFIRMED,0.024803,5790.0,0.9,1,27.0,2.44,LS+MCMC,0.0,45.0909201
2317,9851662,Kepler-1252 b,K02483.01,CONFIRMED,0.016079,5475.0,0.818,1,73.0,1.44,LS+MCMC,0.0,15.0539886
2321,8733898,Kepler-446 b,K02842.01,CONFIRMED,0.048437,3464.0,0.328,3,336.0,1.73,LS+MCMC,0.0,1.565412613
2322,8733898,Kepler-446 d,K02842.02,CONFIRMED,0.048149,3464.0,0.328,3,88.0,1.72,LS+MCMC,0.0,5.14892346
2326,7090524,Kepler-1386 b,K02920.01,CONFIRMED,0.011491,5511.0,1.176,1,204.0,1.48,LS+MCMC,0.0,6.73968289
2327,11133306,Kepler-509 b,K00276.01,CONFIRMED,0.018741,5978.0,1.171,1,33.0,2.4,LS+MCMC,0.0,41.74598855
2329,5871985,Kepler-1318 b,K02703.01,CONFIRMED,0.039058,4477.0,0.637,1,7.0,2.72,LS+MCMC,0.0,213.258526
2330,8292840,Kepler-126 d,K00260.02,CONFIRMED,0.017719,6214.0,1.297,3,15.0,2.51,LS+MCMC,0.0,100.2830675
2331,9730163,Kepler-445 c,K02704.01,CONFIRMED,0.079431,3157.0,0.18,3,119.0,1.56,LS+MCMC,0.0,4.871223664
2332,9730163,Kepler-445 b,K02704.02,CONFIRMED,0.046896,3157.0,0.18,3,195.0,0.92,LS+MCMC,0.0,2.984157711
2333,11453592,Kepler-1319 A b,K02705.01,CONFIRMED,0.029146,3483.0,0.389,1,269.0,1.24,LS+MCMC,0.0,2.8867624
2340,10591855,Kepler-1367 b,K02845.01,CONFIRMED,0.013129,4313.0,0.65,1,859.0,0.93,LS+MCMC,0.0,1.574090323
2343,9451706,Kepler-127 b,K00271.03,CONFIRMED,0.009895,6075.0,1.352,3,90.0,1.46,LS+MCMC,0.0,14.4359459
