,kepid,kepler_name,kepoi_name,koi_disposition,koi_ror,koi_steff,koi_srad,koi_count,koi_num_transits,koi_prad,koi_fittype,koi_eccen,koi_period
276,8628973,Kepler-724 b,K00916.01,CONFIRMED,0.038195,5609.0,0.944,1,404.0,3.94,LS+MCMC,0.0,3.314947362
278,8672910,Kepler-725 b,K00918.01,CONFIRMED,0.111685,5231.0,0.9,2,30.0,10.98,LS+MCMC,0.0,39.6431552
280,8689031,Kepler-726 b,K00920.01,CONFIRMED,0.033653,5481.0,0.708,1,61.0,2.6,LS+MCMC,0.0,21.80451611
281,8689373,Kepler-253 c,K00921.01,CONFIRMED,0.029849,5196.0,0.775,3,126.0,2.53,LS+MCMC,0.0,10.28194593
282,8689373,Kepler-253 d,K00921.02,CONFIRMED,0.034825,5196.0,0.775,3,70.0,2.95,LS+MCMC,0.0,18.11993039
283,8689373,Kepler-253 b,K00921.03,CONFIRMED,0.020134,5196.0,0.775,3,330.0,1.7,LS+MCMC,0.0,3.78402867
284,8826878,Kepler-727 b,K00922.01,CONFIRMED,0.030415,5431.0,0.884,1,259.0,2.94,LS+MCMC,0.0,5.15448142
285,5897826,Kepler-469 b,K00126.01,FALSE POSITIVE,0.105539,5855.0,1.796,2,42.0,20.7,LS+MCMC,0.0,33.80364366
286,8883593,Kepler-728 b,K00923.01,CONFIRMED,0.032147,5897.0,0.891,1,237.0,3.13,LS+MCMC,0.0,5.743469797
289,9077124,Kepler-729 b,K00926.01,CONFIRMED,0.035047,6007.0,0.998,1,409.0,3.82,LS+MCMC,0.0,3.166353562
291,9466668,Kepler-256 c,K00939.01,CONFIRMED,0.015454,5553.0,1.25,4,397.0,2.11,LS+MCMC,0.0,3.388012244
292,9466668,Kepler-256 d,K00939.02,CONFIRMED,0.015116,5553.0,1.25,4,218.0,2.06,LS+MCMC,0.0,5.83909761
293,9466668,Kepler-256 b,K00939.03,CONFIRMED,0.011493,5553.0,1.25,4,719.0,1.57,LS+MCMC,0.0,1.620467654
294,9466668,Kepler-256 e,K00939.04,CONFIRMED,0.016847,5553.0,1.25,4,100.0,2.3,LS+MCMC,0.0,10.6816951
295,9479273,Kepler-734 b,K00940.01,CONFIRMED,0.04092,5085.0,0.712,1,176.0,3.18,LS+MCMC,0.0,6.104849417
296,8359498,Kepler-77 b,K00127.01,CONFIRMED,0.096067,5524.0,0.994,1,374.0,10.43,LS+MCMC,0.0,3.578780566
298,9334289,Kepler-254 b,K00934.01,CONFIRMED,0.035356,5561.0,1.06,3,228.0,4.09,LS+MCMC,0.0,5.826657508
299,9334289,Kepler-254 c,K00934.02,CONFIRMED,0.02227,5561.0,1.06,3,106.0,2.58,LS+MCMC,0.0,12.41216347
300,9334289,Kepler-254 d,K00934.03,CONFIRMED,0.026327,5561.0,1.06,3,67.0,3.05,LS+MCMC,0.0,18.74649011
301,9347899,Kepler-31 b,K00935.01,CONFIRMED,0.040067,6035.0,1.257,4,67.0,5.5,LS+MCMC,0.0,20.86021229
302,9347899,Kepler-31 c,K00935.02,CONFIRMED,0.038058,6035.0,1.257,4,32.0,5.22,LS+MCMC,0.0,42.63427848
303,9347899,Kepler-31 d,K00935.03,CONFIRMED,0.029163,6035.0,1.257,4,14.0,4.0,LS+MCMC,0.0,87.6476068
305,9388479,Kepler-732 b,K00936.01,CONFIRMED,0.042684,3582.0,0.458,2,145.0,2.13,LS+MCMC,0.0,9.467821474
306,9388479,Kepler-732 c,K00936.02,CONFIRMED,0.024717,3582.0,0.458,2,1452.0,1.24,LS+MCMC,0.0,0.893040969
307,11359879,Kepler-15 b,K00128.01,CONFIRMED,0.099444,5514.0,0.978,1,274.0,10.62,LS+MCMC,0.0,4.942783419
308,9406990,Kepler-733 b,K00937.01,CONFIRMED,0.028495,5537.0,0.88,1,66.0,2.74,LS+MCMC,0.0,20.83426731
309,9415172,Kepler-255 c,K00938.01,CONFIRMED,0.028229,5344.0,1.013,3,131.0,3.12,LS+MCMC,0.0,9.94602357
310,9415172,Kepler-255 d,K00938.02,CONFIRMED,0.013092,5344.0,1.013,3,1233.0,1.45,LS+MCMC,0.0,1.04562195
311,9415172,Kepler-255 b,K00938.03,CONFIRMED,0.016046,5344.0,1.013,3,192.0,1.78,LS+MCMC,0.0,5.71462396
313,3231341,Kepler-24 b,K01102.02,CONFIRMED,0.025296,5896.0,1.24,4,159.0,3.43,LS+MCMC,0.0,8.14515981
314,3231341,Kepler-24 e,K01102.03,CONFIRMED,0.318792,5896.0,1.24,4,68.0,43.17,LS+MCMC,0.0,18.9985279
315,3231341,Kepler-24 d,K01102.04,CONFIRMED,0.015253,5896.0,1.24,4,269.0,2.07,LS+MCMC,0.0,4.24439049
317,7626506,Kepler-112 c,K00150.02,CONFIRMED,0.026109,5551.0,0.812,2,46.0,2.32,LS+MCMC,0.0,28.5742692
333,8559644,Kepler-111 c,K00139.01,CONFIRMED,0.056891,5873.0,1.235,2,7.0,7.67,LS+MCMC,0.0,224.7789355
336,3240158,Kepler-769 b,K01106.01,CONFIRMED,0.019228,6049.0,1.176,3,180.0,2.47,LS+MCMC,0.0,7.42608123
337,3240158,Kepler-769 c,K01106.02,CONFIRMED,0.012587,6049.0,1.176,3,79.0,1.62,LS+MCMC,0.0,15.9868932
339,3218908,Kepler-770 b,K01108.01,CONFIRMED,0.026104,4941.0,4.885,3,72.0,13.92,LS+MCMC,0.0,18.92537246
343,10350571,Kepler-784 b,K01175.01,CONFIRMED,0.010989,5676.0,1.487,3,34.0,1.78,LS+MCMC,0.0,31.5925809
345,3749365,Kepler-785 b,K01176.01,CONFIRMED,0.159864,3807.0,0.503,1,662.0,8.78,LS+MCMC,0.0,1.97376085
350,3632418,Kepler-21 A b,K00975.01,CONFIRMED,0.008919,6202.0,1.733,1,486.0,1.69,LS+MCMC,0.0,2.785821236
354,5809890,Kepler-755 A b,K01050.01,CONFIRMED,0.016909,5041.0,0.766,2,1061.0,1.41,LS+MCMC,0.0,1.269091415
355,5809890,Kepler-755 A c,K01050.02,CONFIRMED,0.016317,5041.0,0.766,2,412.0,1.36,LS+MCMC,0.0,2.853133997
358,3218908,Kepler-770 c,K01108.02,CONFIRMED,0.011027,4941.0,4.885,3,877.0,5.88,LS+MCMC,0.0,1.475323222
359,3218908,Kepler-770 d,K01108.03,CONFIRMED,0.01428,4941.0,4.885,3,270.0,7.62,LS+MCMC,0.0,4.15246118
361,2837111,Kepler-771 b,K01110.01,CONFIRMED,0.015161,5982.0,0.96,2,155.0,1.59,LS+MCMC,0.0,8.7348852
376,5956342,Kepler-265 c,K01052.01,CONFIRMED,0.021839,5839.0,1.067,4,82.0,2.54,LS+MCMC,0.0,17.02902786
377,5956342,Kepler-265 b,K01052.02,CONFIRMED,0.014341,5839.0,1.067,4,193.0,1.67,LS+MCMC,0.0,6.84619236
378,5956342,Kepler-265 e,K01052.03,CONFIRMED,0.02055,5839.0,1.067,4,16.0,2.39,LS+MCMC,0.0,67.8321638
379,5956342,Kepler-265 d,K01052.04,CONFIRMED,0.020505,5839.0,1.067,4,26.0,2.39,LS+MCMC,0.0,43.1312147
380,5956656,Kepler-756 b,K01053.01,CONFIRMED,0.012766,5553.0,1.107,2,1094.0,1.54,LS+MCMC,0.0,1.224866441
382,2854914,Kepler-268 b,K01113.01,CONFIRMED,0.018556,5952.0,1.225,2,51.0,2.48,LS+MCMC,0.0,25.93406406
383,2854914,Kepler-268 c,K01113.02,CONFIRMED,0.020442,5952.0,1.225,2,17.0,2.73,LS+MCMC,0.0,83.4463485
385,3116412,Kepler-772 b,K01115.01,CONFIRMED,0.014939,5765.0,1.242,1,100.0,2.03,LS+MCMC,0.0,12.99204853
391,8394721,Kepler-79 d,K00152.01,CONFIRMED,0.049363,6198.0,1.324,4,27.0,7.14,LS+MCMC,0.0,52.09081627
395,2854698,Kepler-260 b,K00986.01,CONFIRMED,0.020743,5251.0,0.849,2,166.0,1.92,LS+MCMC,0.0,8.18739443
396,2854698,Kepler-260 c,K00986.02,CONFIRMED,0.018858,5251.0,0.849,2,19.0,1.75,LS+MCMC,0.0,76.0498163
397,8559644,Kepler-111 b,K00139.02,CONFIRMED,0.01238,5873.0,1.235,2,402.0,1.67,LS+MCMC,0.0,3.341799486
403,2849805,Kepler-773 b,K01116.01,CONFIRMED,0.015686,5751.0,0.983,1,352.0,1.68,LS+MCMC,0.0,3.749105745
404,3114811,Kepler-774 b,K01117.01,CONFIRMED,0.011202,6353.0,2.867,1,118.0,3.51,LS+MCMC,0.0,11.08956602
408,3554031,Kepler-415 c,K01194.01,CONFIRMED,0.033251,4362.0,0.554,3,100.0,2.01,LS+MCMC,0.0,8.70798309
410,3554031,Kepler-415 b,K01194.03,CONFIRMED,0.020401,4362.0,0.554,3,202.0,1.23,LS+MCMC,0.0,4.17634276
411,8394721,Kepler-79 c,K00152.02,CONFIRMED,0.025079,6198.0,1.324,4,49.0,3.63,LS+MCMC,0.0,27.40229859
412,7295235,Kepler-743 A b,K00987.01,CONFIRMED,0.012917,5511.0,0.857,1,421.0,1.21,LS+MCMC,0.0,3.179267286
413,2302548,Kepler-261 b,K00988.01,CONFIRMED,0.025572,5095.0,0.78,2,130.0,2.18,LS+MCMC,0.0,10.38122447
414,2302548,Kepler-261 c,K00988.02,CONFIRMED,0.033128,5095.0,0.78,2,50.0,2.82,LS+MCMC,0.0,24.5709023
417,9818381,Kepler-43 b,K00135.01,CONFIRMED,0.081878,6063.0,1.358,1,446.0,12.14,LS+MCMC,0.0,3.024092505
419,6060203,Kepler-757 b,K01059.01,CONFIRMED,0.010229,5366.0,1.02,1,1306.0,1.14,LS+MCMC,0.0,1.022678654
420,5880320,Kepler-758 b,K01060.01,CONFIRMED,0.0187,6021.0,1.458,4,110.0,2.98,LS+MCMC,0.0,12.10968709
421,5880320,Kepler-758 c,K01060.02,CONFIRMED,0.010702,6021.0,1.458,4,271.0,1.7,LS+MCMC,0.0,4.75796103
422,5880320,Kepler-758 d,K01060.03,CONFIRMED,0.018577,6021.0,1.458,4,51.0,2.96,LS+MCMC,0.0,20.4972755
429,3859079,Kepler-786 b,K01199.01,CONFIRMED,0.029542,4736.0,0.708,1,21.0,2.28,LS+MCMC,0.0,53.5292702
432,3444588,Kepler-787 b,K01202.01,CONFIRMED,0.017601,4109.0,0.602,1,1443.0,1.16,LS+MCMC,0.0,0.928310036
433,8394721,Kepler-79 b,K00152.03,CONFIRMED,0.023452,6198.0,1.324,4,98.0,3.39,LS+MCMC,0.0,13.48457668
434,3962243,Kepler-276 c,K01203.01,CONFIRMED,0.03477,5779.0,0.974,3,31.0,3.7,LS+MCMC,0.0,31.8841473
437,10154388,Kepler-744 b,K00991.01,CONFIRMED,0.015945,5547.0,0.933,1,89.0,1.62,LS+MCMC,0.0,12.06222962
438,1432789,Kepler-745 b,K00992.01,CONFIRMED,0.018094,5782.0,1.22,2,137.0,2.41,LS+MCMC,0.0,9.93146307
439,1718189,Kepler-262 c,K00993.01,CONFIRMED,0.018296,5830.0,0.876,3,60.0,1.75,LS+MCMC,0.0,21.85362905
440,5880320,Kepler-758 e,K01060.04,CONFIRMED,0.010952,6021.0,1.458,4,142.0,1.74,LS+MCMC,0.0,8.19345065
442,6037187,Kepler-759 b,K01061.01,CONFIRMED,0.019015,5907.0,0.973,1,31.0,2.02,LS+MCMC,0.0,41.8059544
447,5735762,Kepler-48 b,K00148.01,CONFIRMED,0.019376,5192.0,0.873,3,274.0,1.85,LS+MCMC,0.0,4.77800306
450,6359320,Kepler-269 b,K01127.01,CONFIRMED,0.022482,5831.0,0.921,3,213.0,2.26,LS+MCMC,0.0,5.32667299
457,1718189,Kepler-262 b,K00993.02,CONFIRMED,0.015111,5830.0,0.876,3,101.0,1.45,LS+MCMC,0.0,13.0607936
467,8222813,Kepler-760 b,K01069.01,CONFIRMED,0.030316,5074.0,0.863,2,132.0,2.86,LS+MCMC,0.0,8.70420525
468,6359320,Kepler-269 c,K01127.02,CONFIRMED,0.013795,5831.0,0.921,3,128.0,1.39,LS+MCMC,0.0,8.1280933
470,6362874,Kepler-775 b,K01128.01,CONFIRMED,0.012716,5487.0,0.832,1,1372.0,1.16,LS+MCMC,0.0,0.974868896
471,6272413,Kepler-776 b,K01129.01,CONFIRMED,0.015988,5093.0,0.847,1,273.0,1.48,LS+MCMC,0.0,4.89721006
476,3447722,Kepler-275 c,K01198.01,CONFIRMED,0.023572,6157.0,1.33,4,89.0,3.42,LS+MCMC,0.0,16.08832318
477,3447722,Kepler-275 b,K01198.02,CONFIRMED,0.015115,6157.0,1.33,4,126.0,2.2,LS+MCMC,0.0,10.30067919
478,3447722,Kepler-275 d,K01198.03,CONFIRMED,0.020763,6157.0,1.33,4,38.0,3.02,LS+MCMC,0.0,35.6757453
481,2165002,Kepler-263 b,K00999.01,CONFIRMED,0.032537,4987.0,0.716,2,83.0,2.54,LS+MCMC,0.0,16.56806842
482,2165002,Kepler-263 c,K00999.02,CONFIRMED,0.027927,4987.0,0.716,2,30.0,2.18,LS+MCMC,0.0,47.3329299
484,1871056,Kepler-264 b,K01001.01,CONFIRMED,0.016213,6207.0,2.097,2,34.0,3.71,LS+MCMC,0.0,40.8065333
485,8222813,Kepler-760 c,K01069.02,CONFIRMED,0.016558,5074.0,0.863,2,444.0,1.56,LS+MCMC,0.0,2.46697039
487,8240904,Kepler-266 b,K01070.01,CONFIRMED,0.0211,5529.0,1.294,3,168.0,2.98,LS+MCMC,0.0,6.61836309
488,8240904,Kepler-266 c,K01070.02,CONFIRMED,0.033622,5529.0,1.294,3,10.0,4.75,LS+MCMC,0.0,107.7214092
491,5735762,Kepler-48 c,K00148.02,CONFIRMED,0.027629,5192.0,0.873,3,140.0,2.63,LS+MCMC,0.0,9.673958488
496,3962243,Kepler-276 b,K01203.02,CONFIRMED,0.025658,5779.0,0.974,3,72.0,2.73,LS+MCMC,0.0,14.12847677
497,3962243,Kepler-276 d,K01203.03,CONFIRMED,0.038915,5779.0,0.974,3,20.0,4.14,LS+MCMC,0.0,48.6478543
498,3438507,Kepler-788 b,K01204.01,CONFIRMED,0.01755,6309.0,1.044,1,164.0,2.0,LS+MCMC,0.0,8.39842977
499,3869014,Kepler-789 b,K01205.01,CONFIRMED,0.017995,5684.0,3.046,1,124.0,5.99,LS+MCMC,0.0,8.63847391
501,1871056,Kepler-264 c,K01001.02,CONFIRMED,0.014948,6207.0,2.097,2,9.0,3.42,LS+MCMC,0.0,140.10765
502,1865042,Kepler-746 b,K01002.01,CONFIRMED,0.010446,5405.0,1.022,1,387.0,1.17,LS+MCMC,0.0,3.4815917
505,5780460,Kepler-747 b,K01005.01,CONFIRMED,0.060738,5123.0,0.779,1,34.0,5.17,LS+MCMC,0.0,35.61760233
507,8229696,Kepler-761 b,K01072.01,CONFIRMED,0.02174,5676.0,0.82,1,125.0,1.95,LS+MCMC,0.0,10.12805158
509,10272640,Kepler-762 b,K01074.01,CONFIRMED,0.102677,6322.0,1.075,1,305.0,12.05,LS+MCMC,0.0,3.770551475
515,8346392,Kepler-777 b,K01141.01,CONFIRMED,0.023129,3968.0,0.548,1,236.0,1.38,LS+MCMC,0.0,5.72812616
516,8288947,Kepler-778 b,K01142.01,CONFIRMED,0.018377,5311.0,0.788,1,354.0,1.58,LS+MCMC,0.0,3.75574267
518,9480189,Kepler-257 c,K00941.01,CONFIRMED,0.042884,5188.0,0.973,3,166.0,4.56,LS+MCMC,0.0,6.581477136
519,11974540,Kepler-470 b,K00129.01,CONFIRMED,0.076351,5313.0,9.327,2,54.0,77.76,LS+MCMC,0.0,24.669192732
520,9480189,Kepler-257 b,K00941.02,CONFIRMED,0.025814,5188.0,0.973,3,421.0,2.74,LS+MCMC,0.0,2.382652873
521,9480189,Kepler-257 d,K00941.03,CONFIRMED,0.050261,5188.0,0.973,3,43.0,5.34,LS+MCMC,0.0,24.66461416
522,9512687,Kepler-735 b,K00942.01,CONFIRMED,0.033306,5177.0,0.798,1,115.0,2.9,LS+MCMC,0.0,11.51517167
523,8644288,Kepler-18 c,K00137.01,CONFIRMED,0.042627,5356.0,1.055,3,175.0,4.91,LS+MCMC,0.0,7.641567589
525,1725016,Kepler-748 b,K01007.01,CONFIRMED,0.01917,5922.0,0.961,1,151.0,2.01,LS+MCMC,0.0,7.40742502
531,10166274,Kepler-267 b,K01078.01,CONFIRMED,0.032813,3789.0,0.46,3,320.0,1.65,LS+MCMC,0.0,3.353732008
532,10166274,Kepler-267 c,K01078.02,CONFIRMED,0.040795,3789.0,0.46,3,149.0,2.05,LS+MCMC,0.0,6.877446033
533,10166274,Kepler-267 d,K01078.03,CONFIRMED,0.037174,3789.0,0.46,3,36.0,1.87,LS+MCMC,0.0,28.46464804
535,5735762,Kepler-48 d,K00148.03,CONFIRMED,0.02097,5192.0,0.873,3,30.0,2.0,LS+MCMC,0.0,42.89645024
538,8351704,Kepler-779 A b,K01146.01,CONFIRMED,0.017457,3569.0,0.389,1,193.0,0.74,LS+MCMC,0.0,7.09712124
540,9513865,Kepler-736 b,K00943.01,CONFIRMED,0.024764,5052.0,0.855,1,370.0,2.31,LS+MCMC,0.0,3.601465336
548,8125580,Kepler-749 b,K01014.01,CONFIRMED,0.037282,4719.0,0.502,1,77.0,2.04,LS+MCMC,0.0,17.31711739
549,8158127,Kepler-750 b,K01015.01,CONFIRMED,0.021623,5897.0,1.86,3,75.0,4.39,LS+MCMC,0.0,9.42889884
554,10141900,Kepler-763 b,K01082.03,CONFIRMED,0.013587,4999.0,0.843,4,1071.0,1.25,LS+MCMC,0.0,1.196548464
555,8410727,Kepler-270 b,K01148.01,CONFIRMED,0.013423,6071.0,1.41,2,120.0,2.07,LS+MCMC,0.0,11.47609015
556,8410727,Kepler-270 c,K01148.02,CONFIRMED,0.011085,6071.0,1.41,2,55.0,1.71,LS+MCMC,0.0,25.2630467
558,8278371,Kepler-780 b,K01150.01,CONFIRMED,0.007964,5718.0,1.037,1,1977.0,0.9,LS+MCMC,0.0,0.677374687
559,8280511,Kepler-271 b,K01151.01,CONFIRMED,0.013143,5528.0,0.853,5,127.0,1.22,LS+MCMC,0.0,10.43547031
560,8280511,Kepler-271 c,K01151.02,CONFIRMED,0.010073,5528.0,0.853,5,178.0,0.94,LS+MCMC,0.0,7.41084314
561,9710326,Kepler-737 b,K00947.01,CONFIRMED,0.036375,3755.0,0.461,1,44.0,1.83,LS+MCMC,0.0,28.59914031
562,9761882,Kepler-738 b,K00948.01,CONFIRMED,0.028979,5474.0,0.749,1,55.0,2.37,LS+MCMC,0.0,24.58716355
564,9766437,Kepler-739 b,K00949.01,CONFIRMED,0.032795,5997.0,0.904,1,109.0,3.24,LS+MCMC,0.0,12.53248222
566,9775938,Kepler-258 b,K00951.01,CONFIRMED,0.043296,4954.0,0.885,2,103.0,4.18,LS+MCMC,0.0,13.19720694
567,8644288,Kepler-18 d,K00137.02,CONFIRMED,0.05159,5356.0,1.055,3,93.0,5.94,LS+MCMC,0.0,14.85890852
568,8158127,Kepler-750 c,K01015.02,CONFIRMED,0.011602,5897.0,1.86,3,162.0,2.36,LS+MCMC,0.0,4.08897299
570,8174625,Kepler-751 b,K01017.01,CONFIRMED,0.030722,5568.0,0.966,1,75.0,3.24,LS+MCMC,0.0,17.44486016
573,10157458,Kepler-764 b,K01083.01,CONFIRMED,0.016434,5795.0,0.848,2,140.0,1.52,LS+MCMC,0.0,7.33685101
577,10122255,Kepler-765 b,K01086.01,CONFIRMED,0.019867,6036.0,1.017,1,49.0,2.21,LS+MCMC,0.0,27.6652847
579,3835670,Kepler-473 b,K00149.01,CONFIRMED,0.028038,5774.0,1.412,1,95.0,4.32,LS+MCMC,0.0,14.55730897
585,9775938,Kepler-258 c,K00951.02,CONFIRMED,0.031582,4954.0,0.885,2,38.0,3.05,LS+MCMC,0.0,33.6528474
586,9787239,Kepler-32 b,K00952.01,CONFIRMED,0.035599,3731.0,0.498,5,176.0,1.94,LS+MCMC,0.0,5.90127815
587,9787239,Kepler-32 c,K00952.02,CONFIRMED,0.0337,3731.0,0.498,5,121.0,1.83,LS+MCMC,0.0,8.75209691
588,9787239,Kepler-32 d,K00952.03,CONFIRMED,0.039959,3731.0,0.498,5,47.0,2.17,LS+MCMC,0.0,22.78078241
589,9787239,Kepler-32 e,K00952.04,CONFIRMED,0.022623,3731.0,0.498,5,345.0,1.23,LS+MCMC,0.0,2.896005211
590,9787239,Kepler-32 f,K00952.05,CONFIRMED,0.027073,3731.0,0.498,5,1202.0,1.47,LS+MCMC,0.0,0.742957911
593,2716853,Kepler-752 b,K01022.01,CONFIRMED,0.028791,5687.0,0.86,2,74.0,2.7,LS+MCMC,0.0,18.82744023
595,2715135,Kepler-753 b,K01024.01,CONFIRMED,0.026906,4252.0,0.632,1,231.0,1.86,LS+MCMC,0.0,5.747711909
596,8644288,Kepler-18 b,K00137.03,CONFIRMED,0.017643,5356.0,1.055,3,355.0,2.03,LS+MCMC,0.0,3.504691252
598,3247268,Kepler-418 b,K01089.01,CONFIRMED,0.083303,5822.0,1.081,2,13.0,9.83,LS+MCMC,0.0,86.67856052
606,10330115,Kepler-781 b,K01160.01,CONFIRMED,0.034865,5333.0,0.728,1,98.0,2.77,LS+MCMC,0.0,13.21409607
607,10426656,Kepler-272 c,K01161.01,CONFIRMED,0.017666,5334.0,1.004,3,180.0,1.94,LS+MCMC,0.0,6.05729966
608,9820483,Kepler-740 b,K00953.01,CONFIRMED,0.046303,5739.0,0.922,1,366.0,4.66,LS+MCMC,0.0,3.584101048
609,9941662,Kepler-13 b,K00013.01,CONFIRMED,0.064717,9107.0,3.031,1,761.0,21.42,LS+MCMC,0.0,1.763587535
610,7778437,Kepler-471 b,K00131.01,CONFIRMED,0.074468,6490.0,1.307,1,266.0,10.63,LS+MCMC,0.0,5.014234733
611,9823457,Kepler-259 b,K00954.01,CONFIRMED,0.031988,5926.0,0.887,2,164.0,3.1,LS+MCMC,0.0,8.11528727
612,9823457,Kepler-259 c,K00954.02,CONFIRMED,0.031099,5926.0,0.887,2,37.0,3.01,LS+MCMC,0.0,36.9250409
617,2584163,Kepler-754 b,K01031.01,CONFIRMED,0.015571,5959.0,0.966,1,94.0,1.64,LS+MCMC,0.0,14.5598556
618,4180280,Kepler-472 b,K00144.01,CONFIRMED,0.036246,4957.0,0.776,1,259.0,3.07,LS+MCMC,0.0,4.176254191
620,2721030,Kepler-766 b,K01094.01,CONFIRMED,0.025279,5957.0,0.937,1,222.0,2.59,LS+MCMC,0.0,6.10027621
624,7626506,Kepler-112 b,K00150.01,CONFIRMED,0.025693,5551.0,0.812,2,162.0,2.28,LS+MCMC,0.0,8.408878137
625,10426656,Kepler-272 d,K01161.02,CONFIRMED,0.021998,5334.0,1.004,3,88.0,2.41,LS+MCMC,0.0,10.93725572
626,10426656,Kepler-272 b,K01161.03,CONFIRMED,0.013899,5334.0,1.004,3,328.0,1.52,LS+MCMC,0.0,2.97136658
627,10528068,Kepler-782 b,K01162.01,CONFIRMED,0.027275,5751.0,1.034,1,9.0,3.08,LS+MCMC,0.0,158.6850022
628,10468940,Kepler-273 b,K01163.01,CONFIRMED,0.01755,5359.0,1.002,2,452.0,1.92,LS+MCMC,0.0,2.936527336
629,9825625,Kepler-741 b,K00955.01,CONFIRMED,0.021176,6321.0,1.058,1,189.0,2.45,LS+MCMC,0.0,7.03902016
630,9875711,Kepler-742 b,K00956.01,CONFIRMED,0.041502,4743.0,0.81,1,159.0,3.67,LS+MCMC,0.0,8.360870704
642,2853093,Kepler-767 b,K01099.01,CONFIRMED,0.061844,5778.0,1.213,1,9.0,8.19,LS+MCMC,0.0,161.5278347
644,3245969,Kepler-768 b,K01101.01,CONFIRMED,0.020993,4983.0,0.728,2,94.0,1.67,LS+MCMC,0.0,11.39102358
645,3231341,Kepler-24 c,K01102.01,CONFIRMED,0.030411,5896.0,1.24,4,112.0,4.12,LS+MCMC,0.0,12.33343853
646,10468940,Kepler-273 c,K01163.02,CONFIRMED,0.018282,5359.0,1.002,2,159.0,2.0,LS+MCMC,0.0,8.01500821
649,10337517,Kepler-783 b,K01165.02,CONFIRMED,0.007235,5357.0,0.863,2,302.0,0.68,LS+MCMC,0.0,4.29263699
652,8561063,Kepler-42 b,K00961.01,CONFIRMED,0.048039,3292.0,0.148,3,1100.0,0.78,LS+MCMC,0.0,1.213770423
653,8561063,Kepler-42 c,K00961.02,CONFIRMED,0.046729,3292.0,0.148,3,1193.0,0.76,LS+MCMC,0.0,0.453287416
655,8561063,Kepler-42 d,K00961.03,CONFIRMED,0.040715,3292.0,0.148,3,633.0,0.66,LS+MCMC,0.0,1.865114193
664,7102227,Kepler-290 c,K01360.01,CONFIRMED,0.034299,5142.0,0.755,3,37.0,2.83,LS+MCMC,0.0,36.7704935
665,7102227,Kepler-290 b,K01360.02,CONFIRMED,0.028129,5142.0,0.755,3,94.0,2.32,LS+MCMC,0.0,14.58932429
667,6960913,Kepler-61 b,K01361.01,CONFIRMED,0.033448,4016.0,0.599,1,25.0,2.19,LS+MCMC,0.0,59.8780258
669,11122894,Kepler-297 c,K01426.02,CONFIRMED,0.06521,5618.0,0.897,3,14.0,6.39,LS+MCMC,0.0,74.92768653
671,11129738,Kepler-844 b,K01427.01,CONFIRMED,0.02652,3883.0,0.517,2,408.0,1.5,LS+MCMC,0.0,2.613020421
672,11401182,Kepler-845 b,K01428.01,CONFIRMED,0.023395,4815.0,0.699,1,1438.0,1.79,LS+MCMC,0.0,0.927859786
674,11512246,Kepler-23 b,K00168.03,CONFIRMED,0.01039,5761.0,1.518,3,170.0,1.72,LS+MCMC,0.0,7.10695741
677,6690082,Kepler-280 b,K01240.01,CONFIRMED,0.014957,5534.0,1.08,2,625.0,1.76,LS+MCMC,0.0,2.1395563
678,6690082,Kepler-280 c,K01240.02,CONFIRMED,0.025102,5534.0,1.08,2,243.0,2.96,LS+MCMC,0.0,4.807103254
679,6448890,Kepler-56 c,K01241.01,CONFIRMED,0.024433,4838.0,4.361,2,64.0,11.64,LS+MCMC,0.0,21.4054422
680,6448890,Kepler-56 b,K01241.02,CONFIRMED,0.011923,4838.0,4.361,2,126.0,5.68,LS+MCMC,0.0,10.5007712
681,10730034,Kepler-285 b,K01305.01,CONFIRMED,0.014432,5114.0,0.878,2,506.0,1.38,LS+MCMC,0.0,2.633852528
682,10730034,Kepler-285 c,K01305.02,CONFIRMED,0.01265,5114.0,0.878,2,202.0,1.21,LS+MCMC,0.0,6.18670882
683,10858691,Kepler-286 b,K01306.01,CONFIRMED,0.013229,5576.0,0.829,4,749.0,1.2,LS+MCMC,0.0,1.796320953
684,10858691,Kepler-286 c,K01306.02,CONFIRMED,0.014245,5576.0,0.829,4,353.0,1.29,LS+MCMC,0.0,3.468073
685,10858691,Kepler-286 d,K01306.03,CONFIRMED,0.014481,5576.0,0.829,4,190.0,1.31,LS+MCMC,0.0,5.9142668
686,8107380,Kepler-476 b,K00162.01,CONFIRMED,0.025312,5788.0,1.124,1,96.0,3.11,LS+MCMC,0.0,14.00640392
687,6936909,Kepler-291 b,K01363.01,CONFIRMED,0.02022,5993.0,0.986,2,374.0,2.18,LS+MCMC,0.0,3.546531809
688,6936909,Kepler-291 c,K01363.02,CONFIRMED,0.018897,5993.0,0.986,2,221.0,2.03,LS+MCMC,0.0,5.70070626
689,6962977,Kepler-292 f,K01364.01,CONFIRMED,0.025636,5296.0,0.808,5,54.0,2.26,LS+MCMC,0.0,20.8341497
690,6962977,Kepler-292 d,K01364.02,CONFIRMED,0.024103,5296.0,0.808,5,165.0,2.13,LS+MCMC,0.0,7.0556584
691,11176127,Kepler-298 b,K01430.01,CONFIRMED,0.031572,4463.0,0.611,3,129.0,2.11,LS+MCMC,0.0,10.47548084
